zipcode,address,bldgclass,numfloors,bldgdepth,yearbuilt,latitude,longitude
10029.0,2147 2 AVENUE,High Rise,9.0,100.0,2008.0,40.7936017,-73.9406663
10029.0,233 EAST 110 STREET,Residential,3.0,46.0,1996.0,40.7937502,-73.9413198
10029.0,2146 2 AVENUE,Residential,5.0,97.0,1900.0,40.7931568,-73.9401791
10029.0,211 EAST 111 STREET,Residential,3.0,46.0,1997.0,40.7946753,-73.9415574
10029.0,225 EAST 111 STREET,Residential,7.0,64.85,2008.0,40.7944885,-73.9411133
10026.0,123 WEST 118 STREET,Residential,3.5,56.0,1900.0,40.8040387,-73.9498245
10026.0,1987 ADAM C POWELL BLVD,Residential,5.0,86.0,1920.0,40.805222,-73.9505568
10027.0,267 WEST 121 STREET,Residential,3.0,52.0,1910.0,40.8075421,-73.9522962
10027.0,259 WEST 121 STREET,Residential,3.0,49.0,1910.0,40.8074514,-73.9520832
10027.0,238 WEST 122 STREET,Residential,5.0,85.0,1910.0,40.8076242,-73.9517146
10026.0,1985 ADAM C POWELL BLVD,Residential,4.0,86.0,1910.0,40.8051589,-73.9506039
10027.0,222 ST NICHOLAS AVENUE,Residential,5.0,62.0,1910.0,40.8076383,-73.952596
10027.0,236 WEST 122 STREET,Residential,5.0,85.0,1910.0,40.8075775,-73.9516063
10027.0,2262 8 AVENUE,Commercial,,0.0,0.0,40.8077041,-73.952567
10027.0,265 WEST 121 STREET,Residential,4.0,48.0,2001.0,40.8075201,-73.9522421
10027.0,240 WEST 122 STREET,Residential,5.0,88.0,1910.0,40.8076709,-73.9518229
10027.0,271 WEST 121 STREET,Residential,4.0,52.0,1910.0,40.807586,-73.952401
10026.0,269 WEST 118 STREET,Residential,5.0,72.0,1910.0,40.8055361,-73.9533669
10027.0,220 WEST 122 STREET,Residential,3.0,61.0,1910.0,40.8072725,-73.9508768
10026.0,1995 ADAM C POWELL BLVD,Residential,5.0,90.0,1910.0,40.8054333,-73.9504194
10026.0,207 WEST 119 STREET,Education,4.0,194.0,1930.0,40.8059033,-73.9519109
10027.0,201 WEST 121 STREET,High Rise,6.0,90.0,1910.0,40.8066959,-73.9504799
10027.0,2014 ADAM C POWELL BLVD,High Rise,5.0,66.0,1910.0,40.8063255,-73.950733
10026.0,1960 ADAM C POWELL BLVD,Residential,5.0,100.0,1910.0,40.8047917,-73.9518937
10027.0,234 WEST 122 STREET,Residential,5.0,85.0,1910.0,40.8075335,-73.9514979
10027.0,214 WEST 122 STREET,Residential,3.0,60.0,1910.0,40.807212,-73.9507396
10027.0,221 WEST 121 STREET,Residential,5.0,84.0,1910.0,40.8070832,-73.9512057
10027.0,247 WEST 121 STREET,Residential,3.0,49.0,1910.0,40.8073113,-73.9517473
10027.0,227 WEST 120 STREET,Commercial,,0.0,0.0,40.8067102,-73.9518742
10027.0,223 WEST 122 STREET,Commercial,,0.0,0.0,40.8076539,-73.9506092
10027.0,2023 ADAM C POWELL BLVD,Commercial,1.0,80.0,1910.0,40.8064293,-73.9496926
10026.0,163 ST NICHOLAS AVENUE,Residential,8.0,147.0,2003.0,40.8055223,-73.9531754
10027.0,273 WEST 121 STREET,High Rise,10.0,0.0,2008.0,40.8075614,-73.9526177
10027.0,2268 FREDRICK DOUGLASS BL,Residential,5.0,62.0,1910.0,40.8078852,-73.9524333
10027.0,2272 FREDRICK DOUGLASS BL,High Rise,8.0,80.0,2008.0,40.8079758,-73.9523682
10026.0,185 ST NICHOLAS AVENUE,Residential,5.0,99.0,1910.0,40.8061426,-73.9531606
10027.0,269 WEST 121 STREET,Residential,3.0,52.0,1910.0,40.807564,-73.9523468
10027.0,244 WEST 122 STREET,Residential,5.0,88.0,1910.0,40.8077588,-73.952036
10027.0,208 ST NICHOLAS AVENUE,Residential,5.0,68.83,1910.0,40.8071991,-73.952636
10027.0,232 WEST 120 STREET,Residential,5.0,84.0,1910.0,40.8061806,-73.952178
10029.0,209 EAST 110 STREET,Residential,4.0,74.0,1910.0,40.794058,-73.9420455
10029.0,217 EAST 111 STREET,Residential,3.0,46.0,1997.0,40.7945846,-73.941348
10029.0,246 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7944661,-73.9402971
10029.0,216 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7948536,-73.9412141
10029.0,228 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7946859,-73.9408206
10029.0,214 EAST 111 STREET,Residential,4.0,60.0,1910.0,40.794272,-73.9417853
10029.0,240 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7945595,-73.9405174
10029.0,242 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7945293,-73.9404452
10029.0,224 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7947409,-73.9409506
10029.0,214 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.794881,-73.9412791
10029.0,250 EAST 112 STREET,High Rise,4.0,95.0,1910.0,40.7943919,-73.9401564
10029.0,238 EAST 111 STREET,High Rise,6.0,87.0,1905.0,40.7939037,-73.940908
10029.0,236 EAST 112 STREET,Residential,6.0,87.0,1920.0,40.7946392,-73.9407051
10029.0,231 EAST 111 STREET,Residential,6.0,65.0,1900.0,40.7943868,-73.9408787
10029.0,228 EAST 113 STREET,Commercial,4.0,85.0,1920.0,40.795306,-73.9404011
10029.0,212 EAST 111 STREET,Residential,4.0,60.0,1910.0,40.7943049,-73.9418647
10029.0,210 EAST 111 STREET,Residential,4.0,100.0,1910.0,40.7943407,-73.9419441
10027.0,202 ST NICHOLAS AVENUE,Residential,5.0,67.0,1910.0,40.8067929,-73.9525677
10027.0,2230 8 AVENUE,High Rise,4.0,134.0,1910.0,40.8070511,-73.9531419
10026.0,280 WEST 119 STREET,Residential,5.0,77.0,1910.0,40.8059809,-73.9536592
10026.0,182 ST NICHOLAS AVENUE,High Rise,7.0,110.0,1930.0,40.8060408,-73.9524274
10027.0,229 WEST 120 STREET,Residential,3.0,52.0,1910.0,40.8066033,-73.9520224
10027.0,233 WEST 120 STREET,Commercial,4.0,59.0,1910.0,40.8066472,-73.9521235
10027.0,261 WEST 121 STREET,Residential,3.0,55.0,1910.0,40.8074734,-73.9521337
10027.0,263 WEST 121 STREET,Residential,4.0,48.0,2001.0,40.8074954,-73.9521879
10027.0,256 WEST 121 STREET,Residential,3.0,50.0,1910.0,40.8070343,-73.9522713
10027.0,241 WEST 120 STREET,Residential,3.0,49.0,1910.0,40.8067351,-73.9523366
10027.0,2007 ADAM C POWELL BLVD,Residential,4.0,55.0,1920.0,40.8058449,-73.9501482
10027.0,2340 8 AVENUE,High Rise,4.0,100.0,1910.0,40.8104892,-73.9505349
10027.0,2009 ADAM C POWELL BLVD,Commercial,3.0,69.0,1910.0,40.8058861,-73.9501193
10027.0,2011 ADAM C POWELL BLVD,Commercial,3.0,67.0,1920.0,40.8059272,-73.9500903
10027.0,168 WEST 121 STREET,Residential,5.0,87.0,1910.0,40.8060617,-73.9499638
10027.0,245 WEST 123 STREET,Residential,3.0,55.0,1900.0,40.8085982,-73.9509047
10027.0,235 WEST 120 STREET,Residential,4.0,62.0,1910.0,40.8066692,-73.9521777
10027.0,2001 ADAM C POWELL BLVD,Residential,3.0,77.0,1899.0,40.8057242,-73.9502386
10027.0,251 WEST 121 STREET,Residential,5.0,49.0,1910.0,40.807358,-73.9518593
10027.0,202 WEST 122 STREET,Residential,3.0,50.0,1910.0,40.8070939,-73.9504543
10027.0,253 WEST 121 STREET,Residential,3.0,49.0,1910.0,40.8073827,-73.9519171
10026.0,205 WEST 119 STREET,High Rise,8.0,62.42,2009.0,40.805626,-73.9516474
10027.0,224 WEST 122 STREET,Residential,5.0,88.0,1910.0,40.8073494,-73.951061
10026.0,1989 ADAM C POWELL BLVD,Residential,5.0,86.0,1920.0,40.8052824,-73.9505135
10027.0,222 WEST 122 STREET,Residential,5.0,88.0,1910.0,40.8073027,-73.9509563
10027.0,227 WEST 121 STREET,Residential,5.0,87.5,1910.0,40.8071657,-73.9514007
10027.0,204 WEST 120 STREET,Residential,6.0,84.0,1930.0,40.8058537,-73.9514052
10027.0,237 WEST 120 STREET,Residential,3.0,65.25,1910.0,40.8066912,-73.9522318
10027.0,2003 ADAM C POWELL BLVD,Residential,4.0,61.0,1910.0,40.8057873,-73.9501916
10027.0,2013 ADAM C POWELL BLVD,Commercial,5.0,33.0,1910.0,40.8061001,-73.9500541
10027.0,240 WEST 121 STREET,Residential,3.0,60.0,1910.0,40.8068529,-73.951838
10027.0,244 WEST 121 STREET,Residential,3.0,60.0,1910.0,40.8068969,-73.9519427
10027.0,230 WEST 122 STREET,Commercial,,0.0,0.0,40.8074428,-73.9512849
10027.0,166 WEST 121 STREET,Residential,5.0,87.0,1910.0,40.8060342,-73.9499024
10027.0,206 WEST 121 STREET,Residential,5.0,82.0,1910.0,40.8064628,-73.9509027
10029.0,221 EAST 110 STREET,Residential,3.0,46.0,1996.0,40.7939261,-73.941735
10029.0,218 EAST 111 STREET,Residential,4.0,60.0,1910.0,40.794206,-73.94163
10029.0,215 EAST 111 STREET,Residential,3.0,46.0,1997.0,40.7946149,-73.9414166
10029.0,218 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7948261,-73.9411492
10029.0,238 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7945897,-73.9405896
10029.0,2005 3 AVENUE,Commercial,,0.0,0.0,40.7942832,-73.9422367
10029.0,227 EAST 111 STREET,Residential,7.0,65.0,2003.0,40.794439,-73.9409978
10029.0,307 EAST 111 STREET,Residential,4.0,55.0,1900.0,40.7937465,-73.9393588
10029.0,226 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7947134,-73.9408856
10029.0,225 EAST 110 STREET,Residential,3.0,46.0,1996.0,40.7938684,-73.9415978
10029.0,236 EAST 111 STREET,Residential,3.0,96.0,1890.0,40.7939422,-73.9410019
10029.0,2025 3 AVENUE,Residential,5.0,96.0,2004.0,40.7947222,-73.9419655
10029.0,211 EAST 110 STREET,Residential,4.0,74.0,1910.0,40.794025,-73.9419661
10029.0,232 EAST 111 STREET,Commercial,1.0,96.0,1910.0,40.7939834,-73.9410957
10029.0,305 EAST 111 STREET,Residential,4.0,55.0,1900.0,40.7937822,-73.9394454
10029.0,2001 3 AVENUE,Residential,4.0,85.0,1900.0,40.7939156,-73.9425873
10027.0,247 WEST 123 STREET,Residential,3.0,50.0,1910.0,40.8086202,-73.9509589
10027.0,249 WEST 123 STREET,Residential,3.0,57.0,1910.0,40.8086449,-73.9510131
10026.0,275 WEST 118 STREET,Residential,5.0,75.0,1910.0,40.8056378,-73.9536052
10026.0,2190 FREDRICK DOUGLASS BL,Residential,5.0,76.0,1910.0,40.8057093,-73.9540675
10026.0,181 LENOX AVENUE,Residential,4.0,88.0,1910.0,40.8044856,-73.9485527
10026.0,1967 ADAM C POWELL BLVD,Residential,5.0,98.0,1900.0,40.8045525,-73.9510414
10026.0,180 ST NICHOLAS AVENUE,High Rise,7.0,123.0,1910.0,40.8058953,-73.9524672
10026.0,200 WEST 119 STREET,Residential,5.0,100.0,1910.0,40.8052225,-73.9515755
10026.0,1983 ADAM C POWELL BLVD,Residential,5.0,94.0,1920.0,40.8050931,-73.9506509
10026.0,1979 ADAM C POWELL BLVD,Residential,5.0,94.0,1920.0,40.8048845,-73.9507955
10026.0,1980 ADAM C POWELL BLVD,High Rise,6.0,89.0,1921.0,40.8055078,-73.9513694
10026.0,1990 ADAM C POWELL BLVD,High Rise,6.0,89.0,1940.0,40.8057603,-73.951185
10026.0,208 WEST 119 STREET,High Rise,5.0,79.0,1900.0,40.8052694,-73.9522545
10026.0,1971 ADAM C POWELL BLVD,Residential,5.0,87.0,1920.0,40.8047172,-73.9509184
10026.0,1968 ADAM C POWELL BLVD,Residential,5.0,78.0,1910.0,40.8050359,-73.9517129
10026.0,203 WEST 118 STREET,Residential,5.0,78.0,1910.0,40.8049097,-73.9518936
10026.0,270 WEST 119 STREET,High Rise,5.0,86.0,1910.0,40.8057968,-73.9531391
10027.0,206 WEST 120 STREET,Residential,6.0,84.0,1930.0,40.8059031,-73.9515244
10027.0,2330 8 AVENUE,High Rise,5.0,125.0,1907.0,40.8102559,-73.9506506
10027.0,2342 8 AVENUE,Commercial,1.0,70.0,1994.0,40.810577,-73.9504698
10027.0,2338 FREDRICK DOUGLASS BL,Commercial,2.0,70.0,1910.0,40.8104288,-73.9505783
10027.0,WEST 124 STREET,High Rise,18.0,55.0,2021.0,40.8086611,-73.9502834
10027.0,215 WEST 125 STREET,High Rise,6.0,172.0,1971.0,40.8096925,-73.9489388
10027.0,2108 ADAM C POWELL BLVD,High Rise,7.0,125.0,1903.0,40.8096319,-73.9484114
10027.0,253 WEST 123 STREET,Residential,4.0,75.0,1982.0,40.8086971,-73.9511431
10027.0,239 WEST 125 STREET,Commercial,2.0,90.0,1906.0,40.8098383,-73.9496575
10027.0,250 WEST 125 STREET,Commercial,1.0,96.0,1960.0,40.8093773,-73.9500444
10027.0,246 WEST 125 STREET,Commercial,1.0,95.0,1972.0,40.8093279,-73.9499252
10027.0,241 LENOX AVENUE,Residential,4.0,60.0,1910.0,40.8060851,-73.9471788
10027.0,275 LENOX AVENUE,Residential,4.0,75.0,1910.0,40.8070262,-73.9464773
10027.0,261 LENOX AVENUE,Commercial,1.0,165.0,1886.0,40.806859,-73.9468097
10027.0,273 LENOX AVENUE,Residential,4.0,75.0,1909.0,40.8069851,-73.9465062
10027.0,271 LENOX AVENUE,Residential,4.0,50.0,1910.0,40.8069467,-73.9465351
10027.0,122 WEST 124 STREET,Commercial,4.0,92.0,1910.0,40.8073312,-73.9471308
10027.0,110 WEST 124 STREET,Commercial,5.0,85.0,1910.0,40.8071609,-73.9467228
10027.0,100 WEST 124 STREET,Residential,4.0,50.0,1900.0,40.8071086,-73.9464158
10029.0,207 EAST 111 STREET,Residential,3.0,46.0,1997.0,40.794733,-73.9416982
10029.0,222 EAST 111 STREET,High Rise,8.0,100.0,2008.0,40.7941016,-73.9413809
10029.0,221 EAST 111 STREET,High Rise,7.0,90.0,1920.0,40.7945379,-73.9412325
10029.0,213 EAST 111 STREET,Residential,3.0,46.0,1997.0,40.7946451,-73.9414888
10029.0,222 EAST 112 STREET,Residential,3.0,46.0,1997.0,40.7947684,-73.9410156
10029.0,2153 2 AVENUE,Residential,4.0,50.0,1910.0,40.793769,-73.9405036
10029.0,1999 3 AVENUE,Residential,4.0,55.0,1900.0,40.7938634,-73.9426271
10029.0,237 EAST 111 STREET,Residential,4.0,60.0,1900.0,40.7942879,-73.9406404
10029.0,215 EAST 110 STREET,Residential,4.0,74.0,1910.0,40.7939563,-73.9418072
10029.0,245 EAST 111 STREET,Residential,4.0,51.0,1910.0,40.794156,-73.9404238
10029.0,216 EAST 111 STREET,Residential,4.0,60.0,1910.0,40.7942417,-73.9417095
10029.0,220 EAST 111 STREET,Residential,4.0,60.0,1910.0,40.794173,-73.941547
10029.0,204 EAST 110 STREET,Residential,6.0,65.26,2010.0,40.7937398,-73.9424755
10029.0,237 EAST 110 STREET,Residential,3.0,46.0,1996.0,40.7936925,-73.9411827
10029.0,235 EAST 110 STREET,Residential,3.0,46.0,1996.0,40.7937228,-73.9412513
10029.0,317 EAST 111 STREET,Residential,7.0,0.0,2008.0,40.7935706,-73.93894
10029.0,1993 3 AVENUE,Residential,4.0,100.0,1900.0,40.7937208,-73.942732
10029.0,2135 2 AVENUE,Residential,4.0,52.0,1900.0,40.7931462,-73.9409448
10027.0,108 WEST 124 STREET,Commercial,5.0,85.0,1910.0,40.8071224,-73.9466325
10027.0,116 WEST 124 STREET,Residential,3.0,46.0,1910.0,40.8072433,-73.9469214
10027.0,120 WEST 124 STREET,Residential,3.0,46.0,1899.0,40.8072927,-73.9470406
10027.0,265 WEST 122 STREET,Residential,6.0,60.0,2007.0,40.8081072,-73.9516926
10027.0,2300 FREDRICK DOUGLASS BL,Residential,12.0,137.0,2008.0,40.8091199,-73.9514715
10027.0,257 WEST 122 STREET,Residential,5.0,90.0,1910.0,40.8080385,-73.9515265
10027.0,259 WEST 122 STREET,Residential,5.0,90.0,1910.0,40.8080743,-73.9516131
10027.0,262 WEST 123 STREET,Residential,5.0,80.0,1910.0,40.8083789,-73.9515551
10027.0,257 WEST 123 STREET,Residential,4.0,75.0,1910.0,40.8087438,-73.9512514
10027.0,255 WEST 122 STREET,Residential,5.0,90.0,1910.0,40.8080028,-73.9514434
10027.0,265 WEST 123 STREET,Residential,5.0,95.0,1910.0,40.8088319,-73.9517426
10027.0,2294 FREDRICK DOUGLASS BL,Residential,7.0,69.0,1910.0,40.8089553,-73.9516522
10027.0,2274 FREDRICK DOUGLASS BL,Commercial,,0.0,0.0,40.80822,-73.9522524
10027.0,258 WEST 123 STREET,Residential,4.0,74.0,1910.0,40.8083102,-73.9513962
10027.0,277 WEST 122 STREET,Commercial,,0.0,0.0,40.8082254,-73.9520646
10027.0,273 WEST 122 STREET,Residential,6.0,0.0,2008.0,40.8082144,-73.9519454
10027.0,249 WEST 122 STREET,Residential,4.0,45.0,2002.0,40.8079231,-73.9512556
10027.0,269 WEST 122 STREET,Residential,4.0,46.0,2002.0,40.8081594,-73.951819
10027.0,270 WEST 123 STREET,Residential,5.0,94.0,1910.0,40.8086343,-73.9518873
10027.0,155 WEST 123 STREET,Residential,5.0,0.0,1920.0,40.8076008,-73.9485466
10027.0,145 WEST 123 STREET,High Rise,6.0,73.47,2012.0,40.8074085,-73.9480844
10027.0,2053 ADAM C POWELL BLVD,Residential,5.0,55.0,1910.0,40.807258,-73.9491213
10027.0,219 WEST 125 STREET,Commercial,1.0,100.0,1910.0,40.8097036,-73.9493398
10027.0,157 WEST 123 STREET,High Rise,7.0,100.0,1910.0,40.8076394,-73.9487814
10027.0,2077 ADAM C POWELL BLVD,Residential,4.0,64.0,1910.0,40.8079988,-73.9485752
10027.0,2089 ADAM C POWELL BLVD,Commercial,3.0,25.0,1910.0,40.8086162,-73.9482244
10027.0,160 WEST 124 STREET,Commercial,12.0,95.0,1910.0,40.807834,-73.9483297
10027.0,158 WEST 125 STREET,Commercial,2.0,101.0,1910.0,40.8085338,-73.9480258
10027.0,151 WEST 123 STREET,Residential,6.0,84.0,1910.0,40.8075541,-73.9484347
10027.0,2079 ADAM C POWELL BLVD,Residential,4.0,70.0,1908.0,40.808051,-73.9485391
10027.0,2082 ADAM C POWELL BLVD,High Rise,12.0,63.0,1913.0,40.8087456,-73.9489287
10027.0,157 WEST 124 STREET,Commercial,10.0,94.0,1902.0,40.8081852,-73.9479755
10027.0,233 WEST 125 STREET,High Rise,28.0,200.0,2017.0,40.8099534,-73.9493648
10027.0,222 WEST 125 STREET,Commercial,2.0,202.0,1920.0,40.8089654,-73.9494487
10027.0,226 WEST 125 STREET,Commercial,2.0,202.0,1922.0,40.8090258,-73.9495895
10027.0,2042 ADAM C POWELL BLVD,High Rise,5.0,74.0,1910.0,40.8073023,-73.9500062
10027.0,125 WEST 124 STREET,Commercial,4.0,85.0,1996.0,40.8077483,-73.9469535
10027.0,2067 ADAM C POWELL BLVD,Residential,5.0,94.0,1910.0,40.8077628,-73.948691
10027.0,243 WEST 122 STREET,Residential,6.0,54.0,1910.0,40.8078517,-73.9510859
10029.0,2152 2 AVENUE,Commercial,1.0,89.0,1920.0,40.7933406,-73.9400453
10029.0,69 EAST 115 STREET,Residential,5.0,68.0,1930.0,40.7991506,-73.9443743
10029.0,2148 2 AVENUE,Residential,5.0,84.0,1920.0,40.7932199,-73.9401321
10029.0,2154 2 AVENUE,Residential,5.0,82.0,1910.0,40.793401,-73.940002
10027.0,2041 ADAM C POWELL BLVD,Residential,5.0,55.0,1910.0,40.8070714,-73.9492551
10027.0,271 WEST 122 STREET,Residential,6.0,65.0,2008.0,40.8081869,-73.9518804
10027.0,234 WEST 123 STREET,Residential,3.0,55.0,1910.0,40.8080739,-73.9508293
10027.0,222 WEST 123 STREET,Residential,3.0,52.0,1910.0,40.8079118,-73.9504465
10027.0,2310 FREDRICK DOUGLASS BL,Commercial,2.0,100.0,1940.0,40.8096715,-73.9511243
10027.0,240 WEST 123 STREET,Commercial,,0.0,0.0,40.8081261,-73.9509593
10027.0,208 WEST 123 STREET,Residential,3.0,55.0,1910.0,40.8077607,-73.9500854
10027.0,207 WEST 123 STREET,Residential,3.0,50.0,1910.0,40.8081284,-73.9497889
10027.0,211 WEST 123 STREET,Residential,3.0,50.0,1910.0,40.8081696,-73.94989
10027.0,204 WEST 123 STREET,Residential,3.0,54.0,1910.0,40.8077167,-73.9499843
10027.0,209 WEST 123 STREET,Residential,3.0,50.0,1910.0,40.8081476,-73.9498358
10027.0,253 WEST 122 STREET,Residential,4.0,46.0,2002.0,40.8079726,-73.9513712
10027.0,2292 FREDRICK DOUGLASS BL,Residential,5.0,125.0,1900.0,40.8088647,-73.9515873
10027.0,236 WEST 123 STREET,Residential,7.0,55.0,1910.0,40.8080904,-73.9508726
10027.0,119 WEST 124 STREET,Commercial,6.0,80.0,2003.0,40.8076824,-73.9467946
10027.0,226 WEST 123 STREET,Residential,4.0,47.0,2002.0,40.8079613,-73.950562
10027.0,120 WEST 125 STREET,Commercial,1.0,101.0,1910.0,40.807998,-73.9467691
10027.0,244 WEST 123 STREET,Residential,3.0,53.0,1910.0,40.8081646,-73.9510459
10027.0,228 WEST 123 STREET,Residential,4.0,47.0,2002.0,40.8079942,-73.9506451
10027.0,230 WEST 123 STREET,Residential,5.0,86.0,1910.0,40.8080272,-73.9507209
10027.0,2058 ADAM C POWELL BLVD,Residential,5.0,65.0,1910.0,40.8077002,-73.949717
10027.0,225 WEST 122 STREET,Commercial,,0.0,0.0,40.8076676,-73.9506489
10027.0,2071 ADAM C POWELL BLVD,Residential,4.0,65.0,1920.0,40.8078534,-73.9486801
10027.0,214 WEST 123 STREET,Commercial,3.0,52.0,1910.0,40.8078239,-73.950237
10027.0,241 WEST 122 STREET,Residential,3.0,55.0,1910.0,40.8078297,-73.9510317
10027.0,150 WEST 124 STREET,Commercial,9.0,80.0,2008.0,40.8077186,-73.9480553
10027.0,205 WEST 123 STREET,Residential,4.0,100.92,1900.0,40.8081064,-73.9497383
10027.0,250 WEST 123 STREET,Residential,4.0,74.0,1910.0,40.8082223,-73.9511868
10027.0,247 WEST 122 STREET,Residential,3.0,55.0,1910.0,40.8078984,-73.9511942
10027.0,146 WEST 124 STREET,Residential,5.0,84.0,1910.0,40.8076527,-73.9478964
10027.0,251 WEST 122 STREET,Residential,3.0,55.0,1910.0,40.8079479,-73.9513134
10027.0,232 WEST 123 STREET,Residential,3.0,55.0,1910.0,40.8080547,-73.9507823
10027.0,239 WEST 123 STREET,Residential,3.0,65.0,1910.0,40.8085323,-73.9507495
10027.0,148 WEST 124 STREET,Residential,5.0,78.0,1920.0,40.8076857,-73.9479758
10027.0,206 WEST 123 STREET,Residential,3.0,54.0,1910.0,40.8077387,-73.9500348
10027.0,213 WEST 123 STREET,Residential,3.0,50.0,1910.0,40.8081916,-73.9499405
10027.0,152 WEST 124 STREET,Residential,5.0,84.0,1910.0,40.8077516,-73.9481347
10027.0,218 WEST 123 STREET,Residential,3.0,45.0,1910.0,40.8078679,-73.9503381
10027.0,124 WEST 125 STREET,Commercial,1.0,202.0,1965.0,40.8079789,-73.9470906
10027.0,202 WEST 123 STREET,Residential,4.0,55.0,1910.0,40.8076975,-73.9499337
10027.0,138 WEST 124 STREET,Residential,12.0,100.0,2006.0,40.8075373,-73.9476183
10027.0,117 WEST 124TH STREET,Residential,6.0,200.0,2017.0,40.807847,-73.9465561
10027.0,105 WEST 125 STREET,Residential,10.0,200.0,2001.0,40.808665,-73.9468408
10027.0,126 WEST 125TH STREET,Commercial,3.0,199.83,1980.0,40.8085577,-73.9462738
10027.0,148 WEST 125 STREET,High Rise,4.0,101.0,1972.0,40.8084349,-73.947791
10027.0,114 WEST 124 STREET,Residential,3.0,46.0,1910.0,40.8072186,-73.94686
10027.0,126 WEST 124 STREET,Residential,4.0,66.33,1910.0,40.8073669,-73.9472175
10027.0,112 WEST 124 STREET,Commercial,5.0,75.0,1910.0,40.8071911,-73.9467986
10027.0,130 WEST 124 STREET,Education,3.0,90.0,1910.0,40.8074549,-73.9474233
10027.0,100 WEST 125 STREET,Commercial,5.5,202.0,2013.0,40.807608,-73.946242
10027.0,215 WEST 122 STREET,Residential,6.0,95.0,2017.0,40.8075797,-73.9504395
10027.0,267 WEST 122 STREET,Residential,4.0,46.0,2002.0,40.808132,-73.951754
10027.0,254 WEST 123 STREET,Residential,4.0,74.0,1910.0,40.8082662,-73.9512879
10027.0,252 WEST 123 STREET,Residential,5.0,74.0,1910.0,40.8082882,-73.9513421
10027.0,217 WEST 122 STREET,Residential,4.0,65.0,2018.0,40.8076044,-73.9504937
10027.0,227 WEST 122 STREET,Residential,4.0,46.0,2002.0,40.8076896,-73.9506995
10027.0,220 WEST 123 STREET,Residential,3.0,45.0,1910.0,40.8078898,-73.9503923
10027.0,233 WEST 122 STREET,Residential,3.0,55.0,1910.0,40.8077446,-73.9508295
10027.0,242 WEST 123 STREET,Residential,3.0,54.0,1910.0,40.8081454,-73.9510026
10027.0,231 WEST 122 STREET,Residential,4.0,46.0,2002.0,40.8077198,-73.9507717
10027.0,259 WEST 123 STREET,Commercial,3.0,201.83,1910.0,40.8088893,-73.9512694
10027.0,116 WEST 127TH STREET,Residential,4.0,99.1,2017.0,40.8092243,-73.9454929
10027.0,106 WEST 127 STREET,Commercial,3.0,90.0,1910.0,40.8091171,-73.9452474
10027.0,110 WEST 127 STREET,Residential,4.0,70.0,2006.0,40.8091584,-73.9453377
10027.0,143 WEST 128 STREET,Residential,5.0,60.0,1910.0,40.8107616,-73.9460408
10027.0,131 WEST 128 STREET,Commercial,4.0,93.0,1947.0,40.8105363,-73.9455027
10027.0,161 WEST 129 STREET,Residential,3.0,42.0,2000.0,40.8114064,-73.9456429
10027.0,2052 ADAM C POWELL BLVD,Residential,5.0,64.0,1910.0,40.8075273,-73.9498435
10027.0,2046 ADAM C POWELL BLVD,Residential,5.0,64.0,1910.0,40.8074285,-73.9499122
10027.0,212 WEST 123 STREET,Residential,3.0,54.0,1910.0,40.8078019,-73.9501865
10027.0,252 WEST 125 STREET,Commercial,1.0,96.0,1960.0,40.8094295,-73.9501672
10027.0,203 WEST 122 STREET,Residential,6.0,0.0,2002.0,40.8074478,-73.9501217
10027.0,2054 ADAM C POWELL BLVD,Residential,5.0,62.0,1910.0,40.8075986,-73.9497893
10027.0,2059 ADAM C POWELL BLVD,Residential,5.0,70.0,1910.0,40.8073897,-73.9490236
10027.0,205 WEST 122 STREET,Residential,3.0,56.0,1910.0,40.8074726,-73.9501795
10027.0,211 WEST 122 STREET,Residential,3.0,60.0,1910.0,40.8075385,-73.9503348
10027.0,128 WEST 124 STREET,Residential,4.0,66.33,1910.0,40.8073917,-73.9472753
10027.0,144 WEST 124 STREET,Residential,5.0,84.0,1910.0,40.8076197,-73.947817
10027.0,213 WEST 122 STREET,Residential,4.0,58.0,1910.0,40.8075577,-73.9503817
10027.0,209 WEST 122 STREET,Residential,3.0,56.0,1910.0,40.8075165,-73.9502878
10027.0,207 WEST 122 STREET,Residential,3.0,56.0,1910.0,40.8074945,-73.9502337
10027.0,142 WEST 124 STREET,Residential,5.0,87.0,1910.0,40.8075867,-73.9477375
10027.0,266 WEST 123 STREET,Residential,5.0,80.0,1910.0,40.8084448,-73.951714
10027.0,239 WEST 122ND STREET,Residential,4.0,49.0,2002.0,40.807805,-73.950974
10027.0,245 WEST 122 STREET,Residential,,54.0,1910.0,40.8078737,-73.9511401
10027.0,WEST 133 STREET,Residential,12.0,100.0,2010.0,40.8084614,-73.9520247
10027.0,264 WEST 124 STREET,Residential,5.0,0.0,1910.0,40.8091885,-73.9513306
