zipcode,address,bldgclass,numfloors,bldgdepth,yearbuilt,latitude,longitude
10028.0,523 EAST 85 STREET,Residential,5.0,69.0,1920.0,40.7750254,-73.9465066
10028.0,516 EAST 86 STREET,High Rise,8.0,71.0,1978.0,40.775374,-73.9465605
10028.0,120 EAST END AVENUE,High Rise,17.0,166.0,1931.0,40.7746627,-73.9456259
10028.0,100 EAST END AVENUE,Education,8.0,148.0,1920.0,40.7740152,-73.946103
10028.0,410 EAST 85 STREET,Residential,4.0,45.0,1899.0,40.7757569,-73.9494342
10028.0,409 EAST 84 STREET,Residential,6.0,90.0,1910.0,40.7755017,-73.9496077
10028.0,420 EAST 86 STREET,Residential,6.0,86.0,1935.0,40.7763577,-73.9489066
10028.0,425 EAST 84 STREET,High Rise,6.0,74.0,1976.0,40.7752983,-73.9491204
10028.0,431 EAST 85 STREET,Residential,3.0,57.17,1901.0,40.7758278,-73.9484159
10028.0,1593 YORK AVENUE,Residential,5.0,72.0,1910.0,40.7748231,-73.9482867
10028.0,449 EAST 84 STREET,Residential,5.0,60.0,1910.0,40.7750098,-73.9484382
10028.0,1595 YORK AVENUE,Residential,5.0,60.0,1910.0,40.774889,-73.9482398
10028.0,418 EAST 85 STREET,High Rise,6.0,72.0,1930.0,40.7756277,-73.9491238
10028.0,428 EAST 85 STREET,Residential,5.0,63.0,1910.0,40.7754546,-73.9487159
10028.0,420 EAST 85 STREET,Residential,4.0,61.0,1925.0,40.7755755,-73.949001
10028.0,435 EAST 84 STREET,Residential,3.0,50.0,1899.0,40.7751912,-73.9488678
10028.0,411 EAST 85 STREET,Residential,4.0,73.0,1920.0,40.776108,-73.9490837
10028.0,426 EAST 85 STREET,Residential,5.0,63.0,1925.0,40.7754876,-73.9487917
10028.0,427 EAST 84 STREET,Residential,4.0,50.0,1899.0,40.7752736,-73.9490663
10028.0,415 EAST 85 STREET,High Rise,12.0,88.0,1959.0,40.7759926,-73.9488094
10028.0,409 EAST 85 STREET,Residential,4.0,73.0,1910.0,40.776141,-73.9491631
10028.0,406 EAST 85 STREET,Residential,3.0,45.0,1899.0,40.7757926,-73.9495136
10028.0,427 EAST 85 STREET,Residential,4.5,60.0,1925.0,40.7758772,-73.9485314
10028.0,432 EAST 85 STREET,Residential,5.0,72.0,1910.0,40.7753914,-73.9485643
10028.0,430 EAST 86 STREET,High Rise,17.0,80.0,1931.0,40.7761599,-73.9484337
10028.0,451 EAST 84 STREET,Residential,5.0,60.0,1922.0,40.7749796,-73.9483697
10028.0,407 EAST 85 STREET,Residential,4.0,73.0,1920.0,40.776174,-73.9492425
10028.0,1646 1 AVENUE,High Rise,17.0,90.0,1968.0,40.7763826,-73.9493326
10032.0,515 WEST 169 STREET,Residential,4.0,50.0,2013.0,40.8409902,-73.9371798
10002.0,570 GRAND STREET,High Rise,20.0,193.0,1955.0,40.714322,-73.9783783
10038.0,45 JOHN STREET,Residential,14.0,113.0,1908.0,40.7093447,-74.0077766
10038.0,7 DUTCH STREET,Residential,5.0,102.0,1900.0,40.7095204,-74.0076684
10038.0,55 JOHN STREET,Residential,17.0,86.1,1900.0,40.7091334,-74.0075313
10038.0,138 FULTON STREET,Residential,5.0,0.0,1920.0,40.7102642,-74.0083466
10038.0,130 FULTON STREET,Residential,12.5,57.0,1900.0,40.7102148,-74.0080761
10038.0,9 DUTCH STREET,Residential,6.0,100.0,1930.0,40.7096329,-74.007553
10038.0,80 JOHN STREET,Residential,26.0,117.0,1927.0,40.7081426,-74.0068567
10038.0,90 WILLIAM STREET,Residential,17.0,152.0,1967.0,40.7080767,-74.0074735
10038.0,120 FULTON STREET,Commercial,4.0,82.0,1900.0,40.7099129,-74.0075711
10038.0,80 NASSAU STREET,Residential,4.0,100.0,1900.0,40.7097866,-74.007874
10038.0,72 NASSAU STREET,Residential,3.0,77.0,1930.0,40.7095862,-74.0081193
10038.0,41 JOHN STREET,Residential,4.5,0.0,1900.0,40.709471,-74.0079497
10038.0,90 NASSAU STREET,High Rise,8.0,51.0,1900.0,40.7100666,-74.0077082
10038.0,122 FULTON STREET,High Rise,6.0,82.0,1910.0,40.7099513,-74.0076468
10038.0,86A NASSAU STREET,Commercial,2.0,52.0,1940.0,40.7099733,-74.0078019
10038.0,88 NASSAU STREET,High Rise,5.0,52.0,1910.0,40.710009,-74.0077623
10038.0,85 NASSAU STREET,Commercial,5.0,108.0,1910.0,40.710127,-74.0081626
10038.0,86 NASSAU STREET,Residential,5.0,52.0,1910.0,40.7099349,-74.007838
10038.0,99 JOHN STREET,Residential,25.0,172.0,2003.0,40.7082716,-74.0060199
10038.0,15 GOLD STREET,High Rise,18.0,103.0,1998.0,40.7078873,-74.0071164
10038.0,100 WILLIAM STREET,High Rise,22.0,162.0,1973.0,40.7083457,-74.0071994
10038.0,25 CLIFF STREET,High Rise,4.0,138.0,1946.0,40.7084144,-74.0054356
10038.0,28 CLIFF STREET,Residential,4.5,88.0,1938.0,40.7080631,-74.0051037
10038.0,56 FULTON STREET,High Rise,23.0,71.0,2015.0,40.7085242,-74.0051687
10038.0,27 CLIFF STREET,High Rise,5.0,160.0,1948.0,40.708505,-74.0053671
10038.0,70 FULTON STREET,Residential,3.0,76.0,1900.0,40.7088782,-74.0055475
10038.0,15 CLIFF STREET,Residential,30.0,90.0,2000.0,40.7083732,-74.005634
10038.0,38 GOLD STREET,Commercial,,0.0,1920.0,40.708623,-74.0058757
10038.0,40 GOLD STREET,High Rise,14.0,55.0,2009.0,40.7087245,-74.0057422
10038.0,64 FULTON STREET,High Rise,11.0,80.0,1900.0,40.70873,-74.0053527
10038.0,82 FULTON STREET,High Rise,8.0,220.0,1900.0,40.7089112,-74.0060128
10038.0,84 WILLIAM STREET,High Rise,20.0,100.0,1907.0,40.7079751,-74.0077187
10038.0,13 GOLD STREET,Commercial,,0.0,0.0,40.7077912,-74.0071055
10038.0,110 JOHN STREET,Commercial,,0.0,0.0,40.7076815,-74.0061894
10038.0,83 MAIDEN LANE,High Rise,13.0,133.0,1958.0,40.707536,-74.0073616
10038.0,2 GOLD STREET,High Rise,51.0,195.0,2003.0,40.7074097,-74.0069324
10038.0,163 FRONT STREET,Commercial,10.0,162.0,1915.0,40.7058261,-74.0047718
10038.0,211 PEARL STREET,High Rise,28.0,139.0,2007.0,40.7070831,-74.006752
10038.0,125 MAIDEN LANE,Residential,16.0,246.0,1958.0,40.7065973,-74.0062578
10038.0,4 PLATT STREET,High Rise,28.0,104.0,2012.0,40.7073905,-74.0065068
10038.0,111 JOHN STREET,High Rise,26.0,111.0,1929.0,40.7077639,-74.0055546
10038.0,215 PEARL STREET,High Rise,39.0,66.0,2015.0,40.7072176,-74.0063156
10038.0,212 PEARL STREET,Commercial,1.0,66.0,1975.0,40.7069157,-74.0062506
10038.0,180 WATER STREET,High Rise,29.0,172.0,1971.0,40.7069953,-74.0055437
10038.0,160 WATER STREET,High Rise,24.0,210.0,1972.0,40.7068032,-74.0058791
10038.0,127 JOHN STREET,High Rise,31.0,243.0,1973.0,40.7074098,-74.0047358
10038.0,116 JOHN STREET,High Rise,35.0,118.0,1931.0,40.7074674,-74.0058936
10038.0,175 WATER STREET,Residential,30.0,0.0,1983.0,40.7063613,-74.0051289
10038.0,170 JOHN STREET,Residential,5.0,140.08,1840.0,40.7059085,-74.0042812
10038.0,165 FRONT STREET,Commercial,3.0,0.0,0.0,40.7059688,-74.004779
10038.0,161 FRONT STREET,High Rise,31.0,93.0,2012.0,40.7058975,-74.0049557
10038.0,175 FRONT STREET,Commercial,,0.0,0.0,40.706139,-74.0046311
10038.0,164 JOHN STREET,Commercial,,0.0,0.0,40.7061226,-74.004458
10038.0,89 SOUTH STREET,Commercial,5.0,60.0,1980.0,40.7063586,-74.0038196
10038.0,199 WATER STREET,Residential,35.0,141.0,1993.0,40.7068609,-74.0043715
10038.0,133 JOHN STREET,Commercial,2.0,54.0,1920.0,40.7071738,-74.0049883
10038.0,156 FRONT STREET,High Rise,9.0,95.0,1930.0,40.7060758,-74.0055725
10038.0,87 SOUTH STREET,Commercial,1.0,26.0,1940.0,40.7058234,-74.0041153
10038.0,161 MAIDEN LANE,Residential,57.0,46.0,2016.0,40.7054995,-74.0047681
10038.0,80 SOUTH STREET,High Rise,6.0,122.0,1950.0,40.7056532,-74.0044868
10038.0,151 MAIDEN LANE,High Rise,33.0,36.0,2016.0,40.7057465,-74.0050711
10038.0,182 BROADWAY,Residential,23.0,137.0,2013.0,40.7100198,-74.009371
10038.0,170 BROADWAY,Residential,19.0,77.0,1903.0,40.7095312,-74.0098326
10038.0,150 BROADWAY,High Rise,23.0,138.0,1924.0,40.7091799,-74.0100742
10038.0,176 BROADWAY,High Rise,14.0,135.0,1927.0,40.7098304,-74.0095044
10038.0,20 JOHN STREET,Residential,4.0,62.0,1920.0,40.7097042,-74.0089453
10038.0,174 BROADWAY,High Rise,12.0,50.0,1900.0,40.7097947,-74.009728
10038.0,12 JOHN STREET,High Rise,13.0,56.0,1900.0,40.7098305,-74.009104
10038.0,15 MAIDEN LANE,High Rise,20.0,149.0,1908.0,40.7095889,-74.0090427
10038.0,21 MAIDEN LANE,High Rise,8.0,86.0,1900.0,40.709405,-74.0089489
10038.0,160 BROADWAY,High Rise,16.0,247.0,1908.0,40.7093007,-74.0097604
10038.0,71 NASSAU STREET,Residential,16.0,101.58,1906.0,40.7097536,-74.0085053
10038.0,200 BROADWAY,Commercial,9.0,162.92,1910.0,40.7103986,-74.0089706
10038.0,9 MAIDEN LANE,High Rise,15.0,84.0,1900.0,40.7096575,-74.0092627
10038.0,14 MAIDEN LANE,High Rise,10.0,66.0,1900.0,40.709287,-74.0093817
10038.0,22 MAIDEN LANE,Commercial,1.0,35.67,1900.0,40.7091141,-74.009122
10038.0,24 JOHN STREET,High Rise,21.0,60.0,1952.0,40.7095835,-74.008783
10038.0,8 LIBERTY PLACE,Residential,5.0,35.75,1900.0,40.7092046,-74.0093348
10038.0,16 MAIDEN LANE,Residential,5.0,26.08,1900.0,40.7092678,-74.0092699
10038.0,10 MAIDEN LANE,Commercial,,0.0,0.0,40.7093419,-74.0094791
10038.0,248 PEARL STREET,Commercial,,0.0,0.0,40.7078435,-74.0052696
10038.0,90 JOHN STREET,Residential,29.0,117.0,1931.0,40.7079093,-74.0064996
10038.0,75 MAIDEN LANE,High Rise,12.0,87.0,1925.0,40.7077583,-74.0074374
10038.0,30 CLIFF STREET,Residential,6.0,0.0,1900.0,40.7080905,-74.005028
10038.0,26 CLIFF STREET,Residential,4.0,80.0,1974.0,40.7080439,-74.0051759
10038.0,40 FULTON STREET,High Rise,28.0,53.0,1987.0,40.7078819,-74.0047539
10038.0,130 WILLIAM STREET,Residential,61.0,159.0,2017.0,40.7091115,-74.0063446
10038.0,110 FULTON STREET,Residential,15.0,79.0,1929.0,40.7096879,-74.0071238
10038.0,111 WILLIAM STREET,Residential,13.0,90.0,1909.0,40.7090072,-74.0072716
10038.0,102 FULTON STREET,Residential,9.0,78.0,1910.0,40.7095506,-74.0068532
10038.0,123 WILLIAM STREET,High Rise,26.0,169.0,1912.0,40.7093228,-74.0071418
10038.0,85 JOHN STREET,High Rise,14.0,156.0,1926.0,40.7085296,-74.0064275
10038.0,138 WILLIAM STREET,Education,7.0,100.0,1942.0,40.7093311,-74.0063482
10038.0,135 WILLIAM STREET,High Rise,16.0,46.0,1905.0,40.7094738,-74.006709
10038.0,114 FULTON STREET,High Rise,49.0,83.0,2016.0,40.7098141,-74.0073799
10038.0,136 WILLIAM STREET,High Rise,6.0,100.0,1900.0,40.7092405,-74.0064384
10038.0,110 WILLIAM STREET,High Rise,31.0,173.0,1956.0,40.7087739,-74.006745
10038.0,106 FULTON STREET,High Rise,15.0,110.0,1900.0,40.7096,-74.0070516
10038.0,65 NASSAU STREET,Residential,10.0,49.92,1920.0,40.7094874,-74.0086567
10038.0,25 MAIDEN LANE,Commercial,2.0,48.0,1965.0,40.7092733,-74.0088587
10038.0,56 NASSAU STREET,High Rise,27.0,115.0,1986.0,40.7091224,-74.0084799
10038.0,144 FULTON STREET,Commercial,3.0,107.08,1909.0,40.7103822,-74.0085811
10038.0,15 JOHN STREET,High Rise,9.0,125.0,1903.0,40.7101104,-74.0088155
10038.0,17 JOHN STREET,High Rise,15.0,135.0,1920.0,40.7100199,-74.0086676
10038.0,83 NASSAU STREET,Commercial,,0.0,0.0,40.7100693,-74.0082167
10038.0,140 FULTON STREET,Commercial,,0.0,0.0,40.7103218,-74.0084657
10005.0,67 LIBERTY STREET,Residential,19.0,94.0,1920.0,40.7090646,-74.0098217
10038.0,59 LIBERTY STREET,High Rise,5.0,91.0,1901.0,40.7089878,-74.0096594
10038.0,49 NASSAU STREET,High Rise,5.0,66.0,1900.0,40.7089521,-74.0092446
10038.0,53 NASSAU STREET,Residential,4.0,50.0,1900.0,40.7090262,-74.0091256
10029.0,313 EAST 115 STREET,Residential,5.0,86.0,1910.0,40.7961992,-73.937381
10002.0,286 DELANCEY STREET,Commercial,1.5,70.0,1958.0,40.7175692,-73.9794594
10002.0,288 DELANCEY STREET,High Rise,14.0,65.83,1962.0,40.7174344,-73.9778109
10002.0,140 BARUCH PLACE,Residential,6.0,88.0,1920.0,40.7184085,-73.9764181
10028.0,1499 3 AVENUE,Commercial,2.0,100.0,1974.0,40.7777187,-73.9543829
10028.0,1505 3 AVENUE,Residential,3.0,52.0,1910.0,40.7779245,-73.9542853
10028.0,349 EAST 84 STREET,Residential,3.0,40.0,1901.0,40.7759962,-73.9507627
10028.0,244 EAST 86 STREET,High Rise,6.0,99.0,1920.0,40.7777672,-73.9522309
10028.0,1647 2 AVENUE,Commercial,1.0,75.0,1915.0,40.7775943,-73.9523033
10028.0,1656 2 AVENUE,Residential,4.0,76.0,1910.0,40.7776187,-73.9515703
10028.0,1654 2 AVENUE,Residential,4.0,50.0,1915.0,40.7775556,-73.9516173
10028.0,1648 2 AVENUE,Residential,4.0,63.0,1925.0,40.7774157,-73.9517185
10028.0,1637 FIRST AVENUE,Commercial,,0.0,0.0,40.776726,-73.9500617
10028.0,320 EAST 86 STREET,Residential,5.0,0.0,1925.0,40.7772727,-73.9510506
10028.0,1645 1 AVENUE,Commercial,4.0,58.0,1910.0,40.7766518,-73.9498957
10028.0,1640 2 AVENUE,Residential,6.0,68.0,1915.0,40.7772071,-73.9518883
10028.0,315 EAST 85 STREET,High Rise,6.0,72.0,1985.0,40.7770367,-73.9512746
10028.0,310 EAST 85 STREET,Residential,4.0,70.0,1900.0,40.7767267,-73.9517262
10028.0,313 EAST 85 STREET,Residential,4.0,72.0,1920.0,40.7770669,-73.9513504
10028.0,343 EAST 85 STREET,Residential,6.0,88.0,1910.0,40.776652,-73.950365
10028.0,342 EAST 85 STREET,Residential,6.0,91.0,1920.0,40.7763558,-73.9508419
10028.0,336 EAST 86 STREET,High Rise,10.0,99.0,1961.0,40.7770583,-73.9505453
10028.0,305 EAST 84 STREET,Residential,5.0,80.0,1915.0,40.7765347,-73.9520513
10028.0,307 EAST 85 STREET,Residential,5.0,77.0,1900.0,40.7771686,-73.9515923
10028.0,308 EAST 85 STREET,Residential,5.0,69.0,1915.0,40.7767652,-73.95182
10028.0,322 EAST 86 STREET,Residential,5.0,76.0,1925.0,40.7772177,-73.9509243
10028.0,312 EAST 85 STREET,Residential,6.0,70.0,1910.0,40.7766883,-73.9516359
10028.0,341 EAST 85 STREET,Residential,5.0,79.0,1910.0,40.7767372,-73.9505636
10028.0,1632 2 AVENUE,High Rise,40.0,113.0,1987.0,40.7768641,-73.952051
10028.0,310 EAST 86TH STREET,High Rise,20.0,0.0,2021.0,40.7773743,-73.951296
10028.0,321 EAST 85 STREET,Residential,5.0,85.0,1910.0,40.7769378,-73.95104
10028.0,332 EAST 86 STREET,Residential,4.0,70.0,1950.0,40.7771243,-73.9507005
10028.0,350 EAST 85 STREET,Commercial,3.0,45.0,1900.0,40.7762212,-73.9505206
10028.0,324 EAST 86 STREET,Commercial,2.0,100.0,1960.0,40.7771902,-73.9508557
10028.0,344 EAST 85 STREET,High Rise,6.0,72.0,1920.0,40.7762844,-73.9506758
10028.0,323 EAST 85 STREET,Residential,5.0,82.0,1910.0,40.7769021,-73.9509606
10028.0,340 EAST 86 STREET,Residential,6.0,95.0,1910.0,40.7769897,-73.9503792
10028.0,328 EAST 85 STREET,Residential,5.0,82.0,1920.0,40.7764877,-73.9511595
10028.0,327 EAST 84 STREET,Residential,6.0,96.0,1922.0,40.7762463,-73.9513619
10028.0,326 EAST 85 STREET,Residential,4.0,69.0,1920.0,40.7765234,-73.9512389
10028.0,1626 2 AVENUE,Residential,5.0,58.0,1920.0,40.7766117,-73.9523112
10028.0,345 EAST 84 STREET,Residential,3.0,40.0,1901.0,40.7760484,-73.950889
10028.0,213 EAST 84 STREET,Residential,5.0,83.0,1910.0,40.7774441,-73.9542098
10028.0,1633 2 AVENUE,Residential,4.0,77.0,1920.0,40.7772102,-73.952596
10028.0,319 EAST 85 STREET,Residential,4.0,67.0,1920.0,40.776968,-73.9511158
10028.0,205 EAST 85 STREET,Residential,20.0,127.71,2007.0,40.778358,-73.9537939
10028.0,216 EAST 85 STREET,Residential,5.0,78.0,1910.0,40.7775922,-73.95378
10028.0,1645 2 AVENUE,Residential,4.0,51.0,1910.0,40.7775339,-73.9523502
10028.0,218 EAST 85 STREET,Residential,5.0,96.0,1910.0,40.7775565,-73.953697
10028.0,1628 2 AVENUE,Residential,6.0,58.0,1915.0,40.7766721,-73.9522678
10028.0,1619 2 AVENUE,Residential,4.0,80.0,1988.0,40.7767821,-73.952914
10028.0,317 EAST 85 STREET,High Rise,6.0,67.0,1981.0,40.777001,-73.9511952
10028.0,245 EAST 84 STREET,High Rise,20.0,70.0,1986.0,40.7769743,-73.9531125
10028.0,235 EAST 84 STREET,Residential,6.0,89.0,1920.0,40.7771254,-73.9534554
10028.0,219 EAST 84 STREET,High Rise,6.0,70.0,1974.0,40.7773177,-73.9539102
10028.0,222 EAST 85 STREET,Residential,5.0,88.0,1910.0,40.7774905,-73.9535418
10028.0,223 EAST 85 STREET,Residential,7.0,88.0,1920.0,40.7778472,-73.9531985
10028.0,1503 3 AVENUE,Residential,4.0,75.0,1910.0,40.7778586,-73.9543323
10028.0,1501 3 AVENUE,Commercial,4.0,100.0,1910.0,40.777779,-73.9543395
10028.0,1627 2 AVENUE,Residential,4.0,89.0,1920.0,40.7770346,-73.9527586
10028.0,1497 3 AVENUE,Residential,5.0,79.0,1920.0,40.7776583,-73.9544263
10028.0,220 EAST 86 STREET,High Rise,5.0,100.0,1925.0,40.7780421,-73.9533248
10028.0,210 EAST 86 STREET,High Rise,9.0,204.0,1966.0,40.7781383,-73.9535052
10028.0,228 EAST 86 STREET,High Rise,26.0,53.0,1986.0,40.777935,-73.9530288
10028.0,305 EAST 85 STREET,Residential,21.0,0.0,2008.0,40.7772702,-73.9517474
10028.0,304 EAST 86 STREET,High Rise,5.0,66.0,1925.0,40.7774458,-73.9514874
10028.0,323 EAST 84 STREET,High Rise,7.0,94.0,1982.0,40.7762985,-73.9514846
10028.0,340 EAST 85 STREET,High Rise,6.0,83.0,1920.0,40.7763888,-73.9509213
10028.0,212 EAST 85 STREET,Residential,5.0,78.0,1915.0,40.7776581,-73.9539352
10028.0,208 EAST 85 STREET,Residential,4.0,78.0,1920.0,40.7777268,-73.9541013
10028.0,222 EAST 86 STREET,Commercial,5.0,92.0,1910.0,40.7781354,-73.953108
10028.0,206 EAST 85 STREET,Commercial,4.0,48.0,1915.0,40.7778229,-73.9541445
10028.0,1625 2 AVENUE,Residential,4.0,62.0,1920.0,40.7769797,-73.9528056
10028.0,1623 2 AVENUE,Residential,4.0,62.0,1920.0,40.7769056,-73.9528237
10028.0,307 EAST 84 STREET,Residential,5.0,80.0,1915.0,40.7765045,-73.9519755
10028.0,1629 2 AVENUE,Residential,4.0,62.0,1910.0,40.7770839,-73.95269
10028.0,1621 2 AVENUE,Residential,4.0,62.0,1920.0,40.7768452,-73.952867
10028.0,315 EAST 84 STREET,Residential,6.0,77.0,1920.0,40.7763864,-73.9516975
10028.0,1630 2 AVENUE,Residential,5.0,58.0,1915.0,40.7767324,-73.9522208
10028.0,1651 1 AVENUE,Residential,6.0,75.0,1920.0,40.7768439,-73.9497583
10028.0,221 EAST 85 STREET,Residential,7.0,88.0,1901.0,40.7778802,-73.9532743
10028.0,1652 2 AVENUE,Residential,4.0,50.0,1915.0,40.777487,-73.9516679
10028.0,343 EAST 84 STREET,Residential,3.0,95.0,1880.0,40.7760759,-73.950954
10028.0,240 EAST 86 STREET,High Rise,22.0,102.0,1998.0,40.777943,-73.9526496
10028.0,311 EAST 84 STREET,Residential,5.0,71.0,1925.0,40.7764715,-73.9518961
10028.0,210 EAST 85 STREET,Residential,6.0,85.0,1910.0,40.7776911,-73.9540146
10028.0,224 EAST 85 STREET,Residential,5.0,90.0,1910.0,40.7774575,-73.9534624
10028.0,214 EAST 85 STREET,Residential,5.0,78.0,1915.0,40.7776251,-73.9538594
10028.0,328 EAST 86 STREET,High Rise,13.0,102.0,1981.0,40.7771545,-73.9507763
10028.0,324 EAST 85 STREET,Residential,5.0,88.0,1900.0,40.7765536,-73.9513183
10028.0,322 EAST 85 STREET,Residential,5.0,88.0,1905.0,40.7765894,-73.9513977
10028.0,321 EAST 84 STREET,Residential,4.0,65.0,1940.0,40.7763397,-73.951582
10028.0,239 EAST 84 STREET,High Rise,7.0,92.0,1930.0,40.7770595,-73.9532929
10028.0,309 EAST 85 STREET,Residential,5.0,86.0,1910.0,40.7771191,-73.9514731
10028.0,330 EAST 85 STREET,High Rise,5.0,84.0,1920.0,40.7764382,-73.9510404
10028.0,313 EAST 84 STREET,Residential,5.0,71.0,1925.0,40.7764358,-73.9518167
10028.0,320 EAST 85 STREET,High Rise,5.0,84.0,1925.0,40.7766388,-73.9515132
10028.0,1643 2 AVENUE,Residential,4.0,75.0,1910.0,40.7774736,-73.9523936
10028.0,333 EAST 85 STREET,Residential,4.0,61.0,1900.0,40.7768196,-73.9507621
10028.0,1624 2 AVENUE,High Rise,6.0,72.0,1915.0,40.7765458,-73.9523582
10028.0,226 EAST 85 STREET,Residential,6.0,89.0,1910.0,40.7774246,-73.9533866
10028.0,1641 2 AVENUE,Residential,4.0,75.0,1910.0,40.7774077,-73.9524406
10028.0,339 EAST 84 STREET,Commercial,2.0,102.17,1900.0,40.7761144,-73.9510478
10028.0,347 EAST 84 STREET,Residential,4.0,68.0,1901.0,40.776021,-73.950824
10028.0,1631 2 AVENUE,Residential,4.0,62.0,1910.0,40.7771443,-73.952643
10028.0,227 EAST 84 STREET,Residential,4.0,102.17,1901.0,40.7772381,-73.9537189
10028.0,352 EAST 85 STREET,Residential,4.0,73.0,1915.0,40.7761937,-73.9504556
10028.0,351 EAST 84 STREET,High Rise,32.0,78.0,1970.0,40.7759879,-73.9504413
10028.0,240 EAST 85 STREET,Residential,4.0,60.0,1910.0,40.7772103,-73.9528054
10028.0,303 EAST 84 STREET,Residential,4.0,58.0,1920.0,40.7765677,-73.9521235
10028.0,1511 3 AVENUE,Commercial,4.0,125.0,1905.0,40.7781549,-73.9539963
10028.0,229 EAST 85 STREET,Commercial,3.0,101.92,1958.0,40.7776576,-73.9527473
10028.0,1491 3 AVENUE,High Rise,4.0,127.0,1950.0,40.7774936,-73.9544589
10028.0,234 EAST 85 STREET,Residential,6.0,102.0,1930.0,40.777257,-73.9529823
10028.0,215 EAST 84 STREET,Residential,5.0,83.0,1910.0,40.7774084,-73.9541268
10028.0,225 EAST 84 STREET,Residential,4.0,50.0,1925.0,40.7772628,-73.9537839
10028.0,217 EAST 84 STREET,Residential,5.0,83.0,1920.0,40.7773754,-73.9540473
10028.0,229 EAST 84 STREET,High Rise,6.0,87.0,1920.0,40.7771941,-73.9536178
10028.0,1495 3 AVENUE,Commercial,5.0,100.0,1915.0,40.7775979,-73.9544733
10028.0,220 EAST 85 STREET,Residential,5.0,88.0,1910.0,40.7775235,-73.9536176
10028.0,333 EAST 84 STREET,Residential,5.0,80.0,1950.0,40.7761803,-73.9512066
10028.0,230 EAST 85 STREET,High Rise,14.0,80.0,1946.0,40.7773586,-73.9532277
10128.0,326 EAST 89 STREET,Residential,5.0,74.0,1920.0,40.7789982,-73.9490165
10128.0,331 EAST 88 STREET,Residential,5.0,72.0,1920.0,40.7787183,-73.9491214
10128.0,352 EAST 89 STREET,Residential,5.0,63.0,1915.0,40.7788306,-73.9486158
10128.0,210 EAST 87 STREET,Residential,4.0,83.0,1925.0,40.7790273,-73.9529774
10028.0,201 EAST 86 STREET,High Rise,35.0,125.0,1986.0,40.7788848,-73.953465
10028.0,1533 THIRD AVENUE,Residential,23.0,100.0,1991.0,40.7791428,-73.9533348
10128.0,214 EAST 87 STREET,Residential,3.0,45.0,1901.0,40.7789834,-73.9528691
10128.0,1683 1 AVENUE,Residential,4.0,63.0,1925.0,40.7778345,-73.949039
10128.0,1685 1 AVENUE,Residential,6.0,84.0,1915.0,40.777925,-73.9490173
10028.0,1681 1 AVENUE,Residential,4.0,78.0,1925.0,40.7777713,-73.949086
10128.0,1705 1 AVENUE,Residential,6.5,81.0,1920.0,40.7785643,-73.9485583
10128.0,339 EAST 88 STREET,Residential,6.5,82.0,1920.0,40.7785864,-73.9488074
10028.0,1659 2 AVENUE,High Rise,30.0,120.0,1970.0,40.7783846,-73.9518333
10128.0,219 EAST 88 STREET,Residential,5.0,81.0,1920.0,40.779853,-73.9517997
10128.0,211 EAST 88 STREET,Residential,5.0,80.0,1920.0,40.7799849,-73.9521138
10128.0,1694 2 AVENUE,Residential,5.0,58.0,1918.0,40.7788397,-73.9506811
10128.0,1703 2 AVENUE,Residential,5.0,58.0,1900.0,40.7794574,-73.9509443
10128.0,308 EAST 89 STREET,Residential,5.0,65.0,1910.0,40.7793004,-73.9497276
10128.0,214 EAST 88 STREET,Residential,5.0,79.0,1900.0,40.7795348,-73.9522333
10128.0,340 EAST 87 STREET,High Rise,5.0,72.0,1925.0,40.7777937,-73.9500428
10028.0,331 EAST 86 STREET,Commercial,5.0,66.0,1920.0,40.7776237,-73.9504112
10128.0,205 EAST 88 STREET,Residential,5.0,80.0,1920.0,40.7800838,-73.952352
10128.0,352 EAST 87 STREET,Commercial,4.0,57.0,1925.0,40.7775794,-73.9495375
10128.0,238 EAST 87 STREET,Residential,5.0,79.0,1920.0,40.7787499,-73.9523169
10128.0,305 EAST 88 STREET,High Rise,6.0,87.0,1929.0,40.7790535,-73.9499119
10028.0,1665 1 AVENUE,Residential,6.0,59.0,1915.0,40.7775052,-73.9492631
10128.0,314 EAST 89 STREET,Residential,5.0,72.0,1920.0,40.7792015,-73.9494929
10128.0,355 EAST 87 STREET,Residential,4.0,44.0,1920.0,40.7778702,-73.9492304
10128.0,1705 2 AVENUE,Residential,5.0,58.0,1900.0,40.7795178,-73.9509009
10128.0,325 EAST 88 STREET,Residential,5.0,75.0,1920.0,40.77882,-73.9493596
10028.0,241 EAST 86 STREET,High Rise,18.0,75.0,1989.0,40.7784095,-73.9522702
10128.0,229 EAST 87 STREET,Residential,5.0,83.0,1930.0,40.7791862,-73.9521793
10128.0,1701 2 AVENUE,Residential,5.0,73.0,1966.0,40.7793916,-73.9509913
10128.0,327 EAST 88 STREET,Residential,5.0,75.0,1920.0,40.778787,-73.9492802
10128.0,1691 2 AVENUE,Residential,5.0,65.0,1900.0,40.779076,-73.9512406
10128.0,312 EAST 89 STREET,Residential,5.0,65.0,1960.0,40.7792345,-73.9495724
10128.0,350 EAST 87 STREET,Residential,5.0,64.0,1915.0,40.7776124,-73.9496133
10128.0,1698 2 AVENUE,Residential,5.0,75.0,1920.0,40.7789632,-73.9505944
